OSD.latitude,OSD.longitude,OSD.altitude [ft],OSD.pitch,OSD.yaw [360],GIMBAL.pitch
13.1939522254701,-59.6414317750364,23,-0.7,231.8,-31.7
13.1939521591448,-59.6414317580363,23,-0.1,231.8,-31.7
13.1939521584423,-59.6414317569452,23,0,232,-31.7
13.1939521459003,-59.6414316964418,23,-0.6,232.1,-31.7
13.1939520587916,-59.6414318018564,23,-0.8,232.2,-31.7
13.1939520500876,-59.6414318283948,23,-1.5,231.9,-31.7
13.1939520951154,-59.6414316433649,23,-1.4,231.8,-31.7
13.1939520971201,-59.6414315900065,23,-0.5,231.9,-31.7
13.1939520612246,-59.6414316643071,23,-1,232,-31.7
13.1939520299381,-59.6414316572677,23,-2.1,231.8,-31.7
13.1939521074347,-59.6414317112949,23,-1.3,231.7,-31.7
13.1939521343863,-59.6414317495891,23,-0.2,231.6,-31.7
13.1939519634586,-59.641431847366,23,-0.4,231.9,-31.7
13.1939518902968,-59.6414318745379,23,-0.9,231.9,-31.7
13.1939518184372,-59.6414318768961,23,-0.3,232,-31.7
13.1939517834841,-59.6414318678505,23,-0.2,232,-31.7
13.1939517330419,-59.6414319144864,23,-0.3,231.9,-31.7
13.1939516973006,-59.6414319493313,23,-0.2,231.8,-31.7
13.1939517800916,-59.6414320151142,23,-0.3,231.9,-31.7
13.1939517903376,-59.6414320409839,23,-0.5,231.8,-31.7
13.1939516513132,-59.6414320312344,23,-0.6,231.7,-31.7
13.1939516435001,-59.6414320624188,23,-0.4,231.6,-31.7
13.1939516751979,-59.6414322292871,23,-0.2,231.6,-31.7
13.1939516485204,-59.6414322842646,23,-0.2,231.8,-31.7
13.1939515326781,-59.6414323673644,23,0.4,231.8,-31.7
13.1939514823044,-59.641432423785,23,1,231.8,-31.7
13.1939515281547,-59.641432313478,23,1,231.8,-31.7
13.1939515031564,-59.6414323266768,23,1,231.8,-31.7
13.1939514965256,-59.6414324915038,23,0.6,231.8,-31.7
13.1939515524849,-59.6414325194149,23,0.4,231.8,-31.7
13.1939516371263,-59.641432829464,23,0.5,231.9,-31.7
13.193951731517,-59.6414330225892,23,1.1,232,-31.7
13.1939517986819,-59.641433031318,23,1.5,231.9,-31.7
13.1939519714772,-59.6414331881905,23,0.9,231.7,-31.7
13.1939520067388,-59.6414333204603,23,0.5,231.8,-31.7
13.1939522114717,-59.6414335262563,23,0.5,231.9,-31.7
13.1939525184255,-59.6414338658709,23,0.8,231.9,-31.7
13.1939527928763,-59.6414341582864,23,0.8,231.9,-31.7
13.1939530498677,-59.6414343686933,23,0.6,231.7,-31.7
13.1939533006223,-59.6414346229554,23,0.7,231.7,-31.7
13.1939536765229,-59.6414348637724,23,0.8,232,-31.7
13.1939539862524,-59.641435157983,23,1.2,232,-31.7
13.1939542678651,-59.6414354791895,23,1.9,232,-31.7
13.1939546242845,-59.6414358293279,23,1.5,231.7,-31.7
13.1939550686179,-59.6414362515495,23,1.5,231.6,-31.7
13.1939554577459,-59.6414366141828,23,1.6,231.9,-31.7
13.1939558957569,-59.6414369277868,23,2.1,231.9,-31.7
13.1939563248925,-59.6414372816913,23,1.7,231.5,-31.7
13.1939565956081,-59.6414379472992,23,1.2,231.5,-31.7
13.1939570523464,-59.6414384931673,23,1.9,231.9,-31.7
13.1939574376364,-59.6414387439098,23,2.6,232,-31.7
13.1939579797187,-59.6414393573559,23,2.7,231.9,-31.7
13.1939585593928,-59.6414398838658,23,2.7,232,-31.7
13.1939591510948,-59.6414404440239,23,2.8,231.9,-31.7
13.1939598221611,-59.6414410063642,23,2,231.7,-31.7
13.1939605450746,-59.6414416775684,23,1.6,231.8,-31.7
13.1939612405053,-59.6414421529724,23,2.1,231.9,-31.7
13.1939619681991,-59.6414427802861,23,1.8,231.8,-31.7
13.193962568845,-59.6414434304777,23,2.3,231.9,-31.7
13.1939632956479,-59.6414441111851,23,3.3,231.8,-31.7
13.1939639917811,-59.6414447009085,23,3.5,231.7,-31.7
13.1939645772121,-59.6414451782836,23,2.5,231.8,-31.7
13.1939652904106,-59.6414458318189,23,1.3,231.6,-31.7
13.1939658141597,-59.6414463257014,23,1.6,231.7,-31.7
13.1939660680498,-59.6414465241412,23,2.7,231.8,-31.7
13.1939663052515,-59.641446695726,23,2.5,231.8,-31.7
13.1939663142125,-59.6414468506626,23,2,231.7,-31.7
13.193966374678,-59.6414469750835,23,2,231.7,-31.7
13.1939663848727,-59.6414470246406,23,2.3,231.7,-31.7
13.1939663519927,-59.6414470013403,23,2,231.7,-31.7
13.1939664611357,-59.6414472143166,23,1.7,231.8,-31.7
13.1939664339271,-59.6414472187866,23,1.7,231.8,-31.7
13.1939664508553,-59.6414470487857,23,1.8,231.7,-31.7
13.193966411396,-59.6414469799054,23,1.4,231.8,-31.7
13.1939663262405,-59.6414470460755,23,1.2,231.8,-31.7
13.1939662825833,-59.6414470172493,23,1.5,231.8,-31.7
13.1939662421131,-59.641447070291,23,1.5,231.8,-31.7
13.1939662198047,-59.6414470537485,23,1.5,231.8,-31.7
13.1939661619778,-59.6414469939138,23,1.4,231.8,-31.7
13.1939661534965,-59.6414469987358,23,1.4,231.8,-31.7
13.193966184526,-59.6414468015981,23,1.6,231.7,-31.7
13.193966197959,-59.6414467195542,23,1.6,231.8,-31.7
13.1939661800369,-59.6414469188741,23,2.3,232,-31.7
13.1939662069886,-59.6414469683257,23,2.9,232.1,-31.7
13.1939663541688,-59.6414468769546,23,3.1,232.1,-31.7
13.1939664687089,-59.6414468482692,23,3,232.1,-31.7
13.1939666603001,-59.6414468853315,23,3.1,232.1,-31.7
13.1939669070111,-59.6414469000086,23,3.2,232.1,-31.7
13.193967153448,-59.6414470557547,23,3.3,232,-31.7
13.193967532467,-59.6414471500823,23,3.1,231.8,-31.7
13.193967814748,-59.6414471725379,23,2.2,231.7,-31.7
13.1939683962725,-59.6414473196608,23,1.9,231.8,-31.7
13.1939690315289,-59.6414474658685,23,2.3,231.9,-31.7
13.1939697421402,-59.6414477205178,23,3.2,231.8,-31.7
13.1939704976766,-59.6414478136136,23,3.3,231.9,-31.7
13.1939710870142,-59.6414479915337,23,3.1,231.9,-31.7
13.1939720761199,-59.6414483255167,23,3.1,231.8,-31.7
13.1939728875128,-59.6414485744289,23,3.1,231.8,-31.7
13.1939737408667,-59.6414490169239,23,3.4,231.8,-31.7
13.1939747025753,-59.6414493836752,23,2.5,231.8,-31.7
13.1939756697839,-59.6414497245216,23,1.6,231.6,-31.7
13.1939766130392,-59.6414500447779,23,1.9,231.5,-31.7
13.1939773511847,-59.6414504837884,23,1.5,231.6,-31.7
13.1939782626054,-59.6414508989354,23,-0.6,231.7,-31.7
13.1939788353402,-59.6414509295215,23,-1.6,231.7,-31.7
13.1939794357634,-59.6414511270463,23,-1.6,231.8,-31.7
13.1939797850379,-59.6414512371773,23,-0.9,231.9,-31.7
13.193980119663,-59.6414513734947,23,0,231.8,-31.7
13.193980422556,-59.6414516204007,23,0.6,231.8,-31.7
13.1939805789543,-59.641451718248,23,0.7,231.8,-31.7
13.19398061168,-59.6414519195036,23,1.1,231.7,-31.7
13.1939807162653,-59.6414520168582,23,1.4,231.7,-31.7
13.193980866324,-59.6414519895102,23,1.3,231.8,-31.7
13.193980933506,-59.6414520989021,23,1,231.6,-31.7
13.1939810766598,-59.6414520324856,23,1.1,231.6,-31.7
13.1939811568464,-59.6414520562435,23,1.5,231.7,-31.7
13.1939812377698,-59.6414521545483,23,1.8,231.8,-31.7
13.1939812941232,-59.6414522151221,23,1.4,231.8,-31.7
13.1939813461417,-59.6414522534515,23,1.3,231.8,-31.7
13.1939814190293,-59.6414523297583,23,1.8,231.8,-31.7
13.1939815604525,-59.6414522547538,23,2.3,231.9,-31.7
13.1939817086607,-59.6414523421124,23,1.8,231.8,-31.7
13.1939818302772,-59.6414523553464,23,2.2,231.7,-31.7
13.1939820567873,-59.6414524680468,23,2.2,231.7,-31.7
13.1939821859769,-59.6414527544084,23,2.2,231.8,-31.7
13.1939824891612,-59.641452995507,23,2.3,231.8,-31.7
13.1939827817226,-59.6414532466366,23,2.3,231.8,-31.7
13.1939831156451,-59.6414535042072,23,2.1,231.8,-31.7
13.1939836826572,-59.6414536149718,23,2.2,231.8,-31.7
13.1939841672382,-59.6414538530785,23,1.5,231.9,-31.7
13.1939845874299,-59.6414541816413,23,1,231.8,-31.7
13.1939851086431,-59.6414544964772,23,1.3,231.9,-31.7
13.1939857123389,-59.6414546683787,23,1.3,232,-31.7
13.1939863932743,-59.6414550131672,23,0,231.6,-31.7
13.1939872345487,-59.6414554586891,23,-0.7,231.5,-31.7
13.193987934023,-59.6414558460658,23,0,231.8,-31.7
13.1939886575875,-59.6414561848707,23,0.9,231.9,-31.7
13.1939894062361,-59.6414565918521,23,1,231.8,-31.7
13.1939900659598,-59.6414571247678,23,0.4,231.7,-31.7
13.1939909538041,-59.6414576413874,23,-0.3,231.6,-31.7
13.1939917374573,-59.6414581760981,23,0,231.6,-31.7
13.1939927489912,-59.6414588540601,23,0.1,231.8,-31.7
13.1939936736735,-59.6414593840193,23,-0.1,231.7,-31.7
13.1939946453712,-59.6414600257637,23,-0.3,231.8,-31.7
13.193995545175,-59.6414604629791,23,-0.2,232.1,-31.7
13.1939963667112,-59.6414609523211,23,0,232.1,-31.7
13.1939971534313,-59.6414616395751,23,0,232.2,-31.7
13.1939979458055,-59.6414621499296,23,-0.2,232.4,-31.7
13.1939987849725,-59.6414626081927,23,-1.1,232.6,-31.7
13.1939995244887,-59.6414631101352,23,-2.3,232.5,-31.7
13.1940000278484,-59.6414634344743,23,-0.9,232.3,-31.7
13.1940005066381,-59.641463795383,23,1.5,232.2,-31.7
13.1940011028806,-59.6414643035201,23,1.2,231.9,-31.7
13.1940016967415,-59.6414647719551,23,0.4,231.8,-31.7
13.1940023418328,-59.6414654263704,23,0.5,231.6,-31.7
13.194002851018,-59.6414659212735,23,0.7,231.6,-31.7
13.1940034065504,-59.6414664246238,23,1.1,231.5,-31.7
13.1940038896236,-59.6414669282206,23,2.1,231.4,-31.7
13.1940044779331,-59.6414676661228,23,2.4,231.2,-31.7
13.1940050082958,-59.641468256339,23,2.1,231.2,-31.7
13.194005533724,-59.641468719389,23,2,231.3,-31.7
13.1940060409559,-59.6414692792303,23,2,231.4,-31.7
13.1940064621757,-59.6414695253619,23,2.5,231.4,-31.7
13.1940069666319,-59.6414699526518,23,2.2,231.5,-31.7
13.1940073155295,-59.6414704495612,23,2.3,231.7,-31.7
13.1940076770376,-59.6414708430621,23,2.9,231.8,-31.7
13.1940080456049,-59.6414711996063,23,2.8,231.9,-31.7
13.19400837192,-59.6414715537572,23,2.4,231.9,-31.7
13.1940085873959,-59.6414718396965,23,2.3,231.8,-31.7
13.194008897588,-59.6414721698079,23,2.4,231.7,-31.7
13.194009309881,-59.6414724048525,23,2.5,231.8,-31.7
13.1940095643366,-59.6414726024477,23,2.3,231.8,-31.7
13.1940098642997,-59.6414728313681,23,1.7,231.7,-31.7
13.1940101009018,-59.6414730546922,23,1.7,231.7,-31.7
13.1940102977702,-59.6414731356098,23,1.8,231.7,-31.7
13.1940105077976,-59.6414732610866,23,1.7,231.8,-31.7
13.1940104801263,-59.6414734352055,23,1.5,231.8,-31.7
13.1940105401292,-59.6414735464276,23,1.6,231.7,-31.7
13.1940106440635,-59.6414735527278,23,1.6,231.7,-31.7
13.1940106799419,-59.6414735814133,23,1.7,231.7,-31.7
13.1940106800961,-59.6414738896322,23,1.7,231.7,-31.7
13.1940106659435,-59.6414739753366,23,2.2,231.7,-31.7
13.1940106913016,-59.6414740147571,23,2.3,231.8,-31.7
13.1940107120851,-59.6414741138362,23,2.2,231.7,-31.7
13.1940108131065,-59.6414738950525,23,2.3,231.7,-31.7
13.194010838756,-59.6414738621083,23,1.6,231.8,-31.7
13.194010809971,-59.6414738815017,23,0.8,231.8,-31.7
13.1940108304289,-59.641473873864,23,1,231.8,-31.7
13.1940107922032,-59.6414740021566,23,1.1,231.8,-31.7
13.1940107948418,-59.6414740062394,23,1.1,231.8,-31.7
13.194010777211,-59.6414740705793,23,0.6,231.8,-31.7
13.194010769655,-59.6414741374181,23,-0.6,231.8,-31.7
13.1940106647784,-59.6414741518136,23,-2,231.9,-31.7
13.1940106005262,-59.6414742445926,23,-3.1,231.8,-31.7
13.1940104867058,-59.6414745973003,23,-4.6,231.9,-31.7
13.1940102999805,-59.641474928538,23,-5.3,231.9,-31.7
13.1940102068578,-59.6414749946377,23,-5.5,232,-31.7
13.194009972072,-59.6414753594884,23,-6,232.1,-31.7
13.1940096006262,-59.6414759601933,23,-7.4,232,-31.7
13.1940092543329,-59.6414764691048,23,-8.4,232.3,-31.7
13.1940087123192,-59.6414774238901,23,-9.4,232.3,-31.7
13.1940081387105,-59.6414782548528,23,-9.8,232.1,-31.7
13.1940075136659,-59.6414790891945,23,-9.5,232,-31.7
13.1940067709799,-59.6414802217943,23,-9.2,231.9,-31.7
13.1940058581201,-59.6414814161999,23,-10,231.9,-31.7
13.1940049952741,-59.6414826076841,23,-9.4,231.9,-31.7
13.1940041380651,-59.6414839011688,23,-5.6,231.8,-31.7
13.1940031568581,-59.6414851931049,23,-1.5,231.5,-31.7
13.1940020893991,-59.6414866861911,23,0.2,231.6,-31.8
13.1940010766315,-59.6414881403143,23,1.2,231.6,-32
13.194000222301,-59.6414889476247,23,1.2,231.6,-32.6
13.193999133219,-59.6414903524019,23,5.6,231.5,-33.5
13.1939984570982,-59.6414912631912,23,13.2,231.5,-34.5
13.1939976750043,-59.6414922243471,23,14.1,231.6,-35.6
13.1939971137663,-59.6414930570697,23,12.5,231.7,-36.8
13.1939965818787,-59.6414937351725,23,10.4,231.8,-37.9
13.1939961716246,-59.6414939648672,23,8.8,231.8,-39
13.19399587442,-59.6414942713263,23,7,231.7,-39.9
13.193995632575,-59.641494174007,23,5.7,231.6,-40.4
13.1939954591457,-59.6414941933301,23,5.6,231.7,-40.6
13.1939950928058,-59.6414943289084,23,5.1,231.8,-40.6
13.1939949987749,-59.6414943609727,23,3.5,231.4,-40.6
13.1939948830355,-59.6414944198219,23,3.8,231.9,-40.6
13.193994809017,-59.6414944407288,23,3.6,231.9,-40.6
13.1939947223366,-59.6414946382888,23,3.3,231.7,-40.6
13.1939946823118,-59.6414946731337,23,3.8,231.8,-40.6
13.1939946392372,-59.6414947525026,23,3.5,231.5,-40.6
13.1939946327606,-59.6414948104367,23,3.6,231.7,-40.6
13.1939946961732,-59.6414948546439,23,3.3,231.7,-40.6
13.1939947365749,-59.6414948988512,23,2.4,231.8,-40.6
13.1939947224908,-59.6414948168425,23,1.7,232,-40.6
13.193994843816,-59.6414948962114,23,2.3,232,-40.6
13.1939950561735,-59.6414951420967,23,2.6,232,-40.6
13.193995421057,-59.6414954426075,23,2.6,232,-40.6
13.1939960533664,-59.6414957999261,23,2.7,232,-40.6
13.193996595226,-59.6414962579781,23,3.1,232.1,-40.6
13.1939975131746,-59.6414968417885,23,3.7,232.3,-40.6
13.1939983635985,-59.6414974526652,23,3.3,232.2,-40.6
13.1939992057468,-59.6414983157627,23,2.4,232,-40.6
13.1940003802927,-59.641499212438,23,2.1,232,-40.6
13.1940017266402,-59.6415001968943,23,2.2,231.9,-40.6
13.1940028336614,-59.6415010939567,23,2.3,231.9,-40.6
13.1940042368934,-59.6415019399133,23,2,232,-40.6
13.1940056961705,-59.6415030393578,23,2.1,231.9,-40.6
13.1940072342463,-59.6415042342209,23,2.4,232,-40.6
13.1940085810735,-59.6415053019529,23,2.6,232.1,-40.6
13.1940100888052,-59.6415062549432,23,2.4,232.1,-40.6
13.1940114265515,-59.6415072415113,23,2,231.9,-40.6
13.1940128855886,-59.6415082745744,23,1.5,232,-40.7
13.1940141547308,-59.641509173256,23,1.1,231.9,-41
13.1940156818752,-59.6415105856005,23,0.9,231.9,-41.7
13.1940170082788,-59.6415116646307,23,1.5,232,-42.7
13.1940182238604,-59.6415126003746,23,1.9,231.9,-43.7
13.1940196011175,-59.6415137082662,23,1.6,231.8,-44.9
13.1940208548734,-59.641514630952,23,1.9,231.9,-46
13.1940222631942,-59.6415157644318,23,2.1,231.9,-47.2
13.194023369907,-59.6415168069277,23,2.8,231.8,-48.3
13.1940244868144,-59.6415177497813,23,3,231.6,-49.4
13.1940256920129,-59.6415186742621,23,2.3,231.6,-50.2
13.1940268354608,-59.6415196689606,23,1.5,231.6,-50.6
13.1940280442573,-59.6415204090803,23,-1.5,231.7,-50.8
13.1940290843878,-59.6415212937182,23,-6.6,231.8,-50.8
13.194029872273,-59.6415221573085,23,-10.1,232,-50.8
13.1940306785943,-59.6415232636163,23,-11.8,232.1,-50.8
13.1940313937461,-59.6415247371682,23,-13,232.1,-50.8
13.1940318387305,-59.6415260481458,23,-13.8,232.1,-50.8
13.1940319740541,-59.6415277727921,23,-13.9,232.2,-50.8
13.194032054532,-59.6415294436576,23,-13.4,232.1,-50.8
13.1940319562691,-59.6415313183833,23,-12.5,232.1,-50.8
13.1940317732276,-59.6415330878352,23,-11.8,232,-50.8
13.1940316611891,-59.6415352402642,23,-11.8,232,-50.8
13.1940311795552,-59.6415377669766,23,-11.4,231.9,-50.8
13.1940306112066,-59.6415398899459,23,-9.9,232,-50.8
13.1940299272214,-59.6415424469276,23,-6.3,231.8,-50.8
13.194029103098,-59.6415449838119,23,-0.5,231.7,-50.8
13.1940283308046,-59.6415471912184,23,3.2,231.7,-50.8
13.1940276048928,-59.6415495862594,23,3.2,232,-50.8
13.1940268834357,-59.6415517817694,23,1.9,231.9,-50.8
13.1940261229647,-59.6415534197258,23,1.3,231.7,-50.8
13.1940251386051,-59.6415558323652,23,2.1,231.6,-50.8
13.1940244503364,-59.6415574123172,23,2.3,231.5,-50.8
13.1940234047059,-59.6415594167434,23,2.7,231.5,-50.8
13.194022486209,-59.641560962132,23,3,231.6,-50.8
13.194021399166,-59.641562513293,23,2.9,231.5,-50.8
13.1940202412399,-59.6415639793832,23,3.8,231.6,-50.8
13.1940191598339,-59.6415651688612,23,3.2,231.8,-50.8
13.1940181051225,-59.6415663361299,23,2.3,231.9,-50.8
13.1940171070044,-59.641567333961,23,1.6,231.8,-50.8
13.194015942379,-59.6415684619501,23,1.2,231.7,-50.8
13.1940148484824,-59.6415695398892,23,2.3,231.9,-50.8
13.1940138488222,-59.6415705440206,23,2.4,232.1,-50.8
13.1940130485834,-59.6415713468962,23,2.1,231.9,-50.8
13.1940121504073,-59.6415721600142,23,2,231.9,-50.8
13.1940113533212,-59.6415730052668,23,4.2,231.8,-50.8
13.1940104454645,-59.6415738478797,23,8,231.6,-50.8
13.1940097441568,-59.641574520527,23,9.1,231.5,-50.8
13.1940090195129,-59.6415752713465,23,5.8,231.6,-50.8
13.1940084534431,-59.6415758224942,23,3.5,231.7,-51
13.1940078209624,-59.6415764574808,23,3.5,231.7,-51.6
13.1940073428923,-59.6415769169054,23,5.4,231.6,-52.5
13.19400697304,-59.6415773345514,23,7.5,231.7,-53.6
13.1940065628716,-59.6415777912307,23,6.9,231.7,-54.7
13.1940063128195,-59.6415779268794,23,6,231.8,-55.9
13.1940060760804,-59.6415782039844,23,6.2,231.9,-57
13.1940057520955,-59.6415782331274,23,5,231.7,-58.2
13.1940055816475,-59.6415782985935,23,5.1,231.7,-59.3
13.194005547808,-59.6415785003771,23,5.7,231.7,-60.3
13.1940054656167,-59.6415785575016,23,4.8,231.6,-60.9
13.1940054591915,-59.6415785117457,23,3.3,232.1,-61.2
13.1940054665933,-59.6415784885862,23,1.8,232,-61.3
13.194005354332,-59.6415784616606,23,1.3,231.7,-61.4
13.1940053436405,-59.6415784678904,23,2,231.9,-61.6
13.1940053969098,-59.6415785335326,23,1.6,231.8,-62
13.194005405768,-59.6415785970981,23,2.1,231.6,-62.6
13.1940054164253,-59.6415786720322,23,4.4,231.7,-63.1
13.1940054492196,-59.6415787344011,23,4.3,231.7,-63.5
13.1940054034207,-59.6415788327059,23,3.8,231.5,-63.6
13.1940054056138,-59.6415789291453,23,4.8,231.5,-63.7
13.1940054605279,-59.6415789263648,23,4.9,231.6,-63.7
13.1940054330452,-59.6415789025013,23,4.8,231.8,-63.7
13.194005487788,-59.641579180275,23,3.5,231.7,-63.7
13.1940054955839,-59.64157923124,23,3.5,231.6,-63.7
13.1940053691871,-59.6415791154423,23,3.8,231.7,-63.7
13.1940053482324,-59.6415790932683,23,3,231.8,-63.7
13.1940053876061,-59.6415789499819,23,2.7,231.7,-63.7
13.1940053875718,-59.6415789011286,23,1.8,231.6,-63.7
13.194005349466,-59.6415788550911,23,-0.3,231.7,-63.7
13.1940052933182,-59.6415788557951,23,-2.2,231.9,-63.7
13.1940052099618,-59.6415789512842,23,-3.4,231.9,-63.7
13.1940050582925,-59.6415790991814,23,-4.4,231.9,-63.7
13.1940048974052,-59.641579455796,23,-5.1,231.9,-63.7
13.194004621241,-59.641579815332,23,-6.6,231.9,-63.7
13.1940042868387,-59.6415801810626,23,-8.8,231.9,-63.7
13.1940038201285,-59.6415807671607,23,-11.3,231.8,-63.7
13.1940031613129,-59.6415814449467,23,-13.8,231.7,-63.7
13.1940023362472,-59.6415825147906,23,-13.8,231.9,-63.7
13.1940014647314,-59.6415838254162,23,-10.1,232,-63.7
13.1940005715241,-59.6415850770167,23,-3.1,232,-63.7
13.1939997440596,-59.6415866037158,23,3.6,231.9,-64.1
13.1939987502078,-59.6415880418597,23,3.9,231.9,-64.9
13.1939979662463,-59.6415891889254,23,6.9,232.2,-65.9
13.1939971174158,-59.6415904025837,23,13,231.6,-67
13.1939963107518,-59.6415912113724,23,15.2,231.4,-68.1
13.193995577044,-59.6415920829876,23,15.3,231.7,-69.2
13.1939949097472,-59.6415929117329,23,15.2,231.9,-70.4
13.1939944288672,-59.6415934917772,23,13.7,232.1,-71.5
13.193994239075,-59.6415934206443,23,11.4,232,-72.7
13.1939939892114,-59.6415936561466,23,9,231.8,-73.9
13.1939939433268,-59.6415938824976,23,8.1,231.5,-75
13.1939938727009,-59.641594065662,23,7.7,231.6,-76.1
13.1939938906572,-59.6415942623421,23,7.5,231.5,-76.7
13.1939939571881,-59.6415944328357,23,6,231.6,-77.1
13.1939938304487,-59.6415947662908,23,6.7,231.3,-77.2
13.1939938837694,-59.6415948971176,23,6.8,231.4,-77.2
13.193993938358,-59.6415949076414,23,5.2,231.7,-77.2
13.1939940021989,-59.6415949489625,23,3.5,231.8,-77.2
13.193994092563,-59.6415948594569,23,2.8,231.7,-77.2
13.1939942232262,-59.6415948204588,23,2.6,231.8,-77.2
13.1939943463846,-59.6415950385034,23,-0.1,231.7,-77.2
13.1939944907206,-59.6415951272698,23,-5.2,231.8,-77.2
